
Position: 1/1 (rn1qkbnr/3ppppp/bpp5/p7/2PPP3/1P1B4/P4PPP/RNBQK1NR b KQkq - 0 5)
LMR,5,1,4,4,2,6759,0,1,0,0,0,232,233,228,522,276,233,2,3
LMR,4,1,3,4,2,1171,0,1,0,0,0,232,233,-7,366,242,233,1,12
LMR,3,1,2,2,4,-2002,0,0,0,0,0,242,243,241,324,251,243,3,21
LMR,3,1,2,2,11,-1276,0,0,0,0,0,242,243,224,207,243,243,5,4
LMR,4,1,3,3,2,12284,0,1,0,0,0,-243,-242,-243,-3,-207,-243,3,19
LMR,4,1,3,2,2,12559,0,1,0,0,0,269,270,266,475,270,270,2,4
LMR,5,1,4,4,4,-140,0,1,0,0,0,317,318,291,522,318,318,3,8
LMR,3,1,2,3,2,1759,0,1,0,0,0,317,318,-182,445,318,318,11,14
LMR,10,4,9,9,10,-14489,0,0,0,0,1,-332,-331,-371,-341,-320,-309,16,30
LMR,3,1,2,3,2,8219,0,1,0,0,0,356,357,291,536,364,369,2,4
LMR,6,1,5,6,12,-8912,0,1,0,0,1,331,332,331,482,498,336,1,2
LMR,3,1,2,3,3,2147,0,1,0,0,0,321,322,308,425,368,360,1,1
LMR,3,1,2,2,2,2763,0,0,0,0,0,-315,-314,-315,-304,-283,-267,1,2
LMR,3,1,2,3,2,-6486,0,1,0,0,0,326,327,145,473,331,327,8,15
LMR,7,1,6,7,13,-10341,0,0,0,0,1,-342,-341,-347,-355,-274,-318,3,15
LMR,4,1,3,4,2,3604,0,1,1,0,0,-342,-341,-355,-441,-238,-280,1,2
LMR,5,1,4,5,2,11497,0,1,0,0,0,-342,-341,-355,-225,-258,-273,2,4
LMR,5,1,4,4,2,810,0,1,1,0,0,-313,-312,-323,-325,-277,-283,2,7
LMR,5,1,4,4,2,3144,0,1,1,0,0,-313,-312,-316,-352,-266,-303,1,4
LMR,6,1,5,5,8,-7887,0,1,0,0,0,-298,-297,-298,-210,-287,-284,6,26
LMR,3,1,2,2,2,-888,0,1,1,0,0,-294,-293,-311,-328,-293,-293,4,6
LMR,5,1,4,4,9,-11664,0,1,0,0,0,-298,-297,-298,-249,-275,-279,3,5
LMR,3,1,2,3,2,16543,0,1,0,0,0,-298,-297,-764,-216,-267,-297,3,7
LMR,3,1,2,3,2,4254,0,0,0,0,0,-318,-317,-402,-449,-304,-310,3,6
LMR,4,1,3,3,3,6964,0,1,0,0,0,317,318,311,417,339,336,2,2
LMR,5,1,4,3,3,-3101,0,1,0,0,0,337,338,333,431,340,340,7,18
LMR,5,1,4,4,2,5833,0,1,1,0,0,316,317,315,137,323,355,4,5
LMR,8,1,7,8,2,-239,0,1,0,0,0,316,317,269,499,327,317,2,19
LMR,3,1,2,3,2,10550,0,1,0,0,0,334,335,151,480,335,335,3,10
LMR,3,1,2,3,2,11042,0,1,1,0,0,343,344,336,317,473,389,2,1
LMR,3,1,2,2,2,4884,0,1,1,0,0,341,342,332,145,342,342,2,2
LMR,5,1,4,4,2,11386,0,1,0,0,0,343,344,336,439,378,344,3,10
LMR,7,1,6,6,2,9124,0,1,0,0,0,343,344,294,425,344,344,1,11
LMR,3,1,2,3,7,-6756,0,1,0,0,0,343,344,341,355,418,337,3,5
LMR,8,2,7,8,4,-11851,0,0,0,0,0,-344,-343,-925,-542,-341,-341,12,32
LMR,8,1,7,8,2,2816,0,1,0,0,0,343,344,304,446,542,341,1,46
LMR,5,1,4,4,4,2957,0,1,0,0,0,343,344,343,420,357,342,2,11
LMR,5,1,4,3,5,-6092,0,1,0,0,0,343,344,343,420,350,337,1,5
LMR,8,1,7,7,13,-10192,0,1,0,0,0,343,344,341,446,369,343,2,34
LMR,5,2,4,5,2,-1276,0,0,0,0,0,-344,-343,-422,-392,-330,-343,7,14
LMR,5,1,4,5,3,-1276,0,1,0,0,0,343,344,301,390,355,343,3,27
LMR,8,1,7,7,19,-12204,0,1,0,0,0,343,344,343,446,363,343,2,49
LMR,9,1,8,8,19,-12626,0,0,0,0,0,-344,-343,-344,-348,-332,-340,3,7
LMR,11,6,10,9,2,16528,0,1,0,0,0,343,344,343,415,348,340,12,42
LMR,3,1,2,2,2,17734,0,1,0,1,0,-350,-349,-387,-507,-349,-349,15,6
LMR,3,1,2,2,2,931,0,0,0,0,0,317,318,317,319,338,318,6,8
LMR,6,3,5,4,2,36439,0,1,0,0,0,-318,-317,-318,-153,-315,-317,4,9
LMR,6,1,5,6,2,8230,0,1,1,0,0,-318,-317,-399,-231,-260,-288,2,7
LMR,3,1,2,2,2,-1965,0,1,0,0,0,-300,-299,-303,-178,-268,-271,4,6
LMR,3,1,2,3,2,17954,0,1,0,1,0,-288,-287,-346,-452,-287,-287,19,8
LMR,5,1,4,5,2,31891,0,1,0,0,0,-292,-291,-304,-139,-232,-232,4,6
LMR,3,1,2,3,2,23382,0,1,0,1,0,-288,-287,-342,-400,-287,-287,5,6
LMR,5,1,4,5,4,-2468,0,1,0,0,0,-280,-279,-280,-283,-213,-259,1,14
LMR,3,1,2,2,12,-1570,0,1,1,0,0,-280,-279,-281,-266,-254,-252,6,4
LMR,5,1,4,5,2,9660,0,1,0,0,0,-280,-279,-331,-172,-273,-275,2,39
LMR,3,1,2,3,2,24601,0,1,0,1,0,-280,-279,-335,-389,-279,-279,16,8
LMR,6,1,5,6,3,-8276,0,1,0,0,0,-280,-279,-332,-314,-249,-270,14,20
LMR,9,1,8,7,13,-12833,0,0,0,0,0,279,280,276,217,280,271,5,40
LMR,5,1,4,5,7,-4773,0,1,1,0,0,-282,-281,-283,-145,-84,-226,2,5
LMR,5,1,4,4,7,-1194,0,1,1,0,0,-280,-279,-280,-222,-271,-279,6,10
LMR,3,1,2,3,2,-8487,0,1,0,0,0,-280,-279,-324,-184,-204,-260,1,3
LMR,3,1,2,2,2,3893,0,1,0,0,0,279,280,269,282,280,280,3,8
LMR,10,8,9,9,3,7628,0,0,0,0,0,279,280,265,231,280,280,37,26
LMR,4,1,3,3,5,-4821,0,1,0,0,0,-290,-289,-297,-254,-261,-287,2,4
LMR,5,1,4,5,2,468,0,1,0,0,0,-279,-278,-330,-173,-236,-278,1,11
LMR,5,1,4,4,2,6778,0,1,0,0,0,-279,-278,-283,-196,-271,-224,2,6
LMR,7,1,6,7,2,7301,0,1,0,0,0,-279,-278,-332,-227,-245,-245,1,16
LMR,4,1,3,4,2,27569,0,1,0,0,0,-279,-278,-359,-195,-201,-244,1,4
LMR,5,2,4,5,2,40823,0,1,0,0,0,-279,-278,-396,-250,-248,-250,4,19
LMR,9,2,8,9,2,9783,0,1,1,0,0,-279,-278,-279,-286,-223,-275,2,11
LMR,10,6,9,9,2,-10663,0,0,0,0,0,278,279,269,255,279,279,25,29
LMR,3,1,2,3,2,676,0,0,1,0,0,-304,-303,-392,-631,-265,-289,3,4
LMR,6,1,5,4,3,10082,0,1,0,0,0,303,304,303,388,304,304,12,8
LMR,5,1,4,5,3,-10933,0,0,0,0,0,-304,-303,-396,-323,-303,-295,8,14
LMR,5,1,4,5,2,676,0,1,1,0,0,303,304,167,265,304,296,2,27
LMR,7,2,6,6,2,17992,0,1,0,0,0,303,304,297,651,333,304,4,9
LMR,4,1,3,3,4,3412,0,1,0,0,0,303,304,283,322,310,265,3,6
LMR,9,2,8,7,3,5858,0,1,0,0,0,303,304,300,409,304,288,5,23
LMR,9,1,8,9,4,-7018,0,1,0,0,0,303,304,300,409,397,362,1,11
LMR,6,1,5,5,4,753,0,1,0,0,0,303,304,303,482,319,303,1,7
LMR,6,1,5,5,5,2350,0,1,0,0,0,303,304,303,482,339,303,1,5
LMR,3,1,2,2,2,-6549,0,1,0,0,0,303,304,303,316,320,317,3,5
LMR,6,1,5,4,8,-12861,0,1,0,0,0,303,304,303,482,309,313,1,13
LMR,8,6,7,7,2,12947,0,0,0,0,0,-304,-303,-311,-376,-276,-302,6,6
LMR,8,1,7,8,2,4602,0,1,0,0,0,303,304,253,271,376,302,3,51
LMR,7,1,6,6,5,-1081,0,1,1,0,0,-304,-303,-304,-254,-262,-304,2,9
LMR,11,7,10,9,3,-1341,0,1,0,0,1,303,304,302,324,304,303,30,47
LMR,3,1,2,3,3,14254,0,1,0,0,0,-304,-303,-325,-228,-252,-252,2,2
LMR,5,1,4,4,2,14283,0,1,0,0,0,-304,-303,-310,-165,-259,-259,2,6
LMR,4,1,3,4,2,13252,0,1,0,0,0,-304,-303,-304,-177,-245,-283,1,2
