
Position: 1/1 (r1bq1bnr/ppp1k2p/4pp2/3p3Q/3n1P2/BP6/P1P3PP/RN2KBNR b KQ - 1 8)
LMR,4,1,3,3,3,11865,0,1,0,0,0,-105,-104,-105,-54,-95,-39,3,5
LMR,4,1,3,2,3,-1276,0,1,0,0,0,158,159,158,292,159,132,3,7
LMR,4,1,3,3,8,-1276,0,1,0,0,0,158,159,158,292,187,201,4,4
LMR,3,1,2,3,2,-4483,0,1,0,1,0,291,292,267,304,354,343,3,3
LMR,5,1,4,5,3,-1276,0,1,0,1,0,304,305,296,564,534,494,4,4
LMR,5,1,4,5,3,5728,0,1,0,0,0,393,394,383,428,454,443,3,4
LMR,3,1,2,2,4,11988,0,1,0,0,0,393,394,393,684,434,438,3,2
LMR,5,1,4,5,9,-1276,0,1,0,0,0,397,398,397,354,494,418,3,19
LMR,11,2,10,10,15,-13493,0,0,0,0,0,-398,-397,-398,-409,-377,-412,5,39
LMR,5,1,4,3,3,-11249,0,1,0,1,0,397,398,397,368,398,398,8,7
LMR,11,2,10,10,16,-13563,0,0,0,0,0,-398,-397,-398,-409,-382,-398,17,28
LMR,11,2,10,10,25,-15934,0,0,0,0,0,-398,-397,-398,-409,-363,-376,5,34
LMR,5,1,4,5,3,2276,0,1,0,0,0,397,398,-906,549,696,458,4,4
LMR,10,3,9,9,7,348,0,1,0,0,1,397,398,377,404,398,442,8,47
LMR,6,1,5,6,5,733,0,1,0,0,0,397,398,353,538,549,447,5,7
LMR,4,1,3,4,2,16567,0,1,1,0,0,397,398,387,482,466,454,1,1
LMR,5,2,4,5,2,-2361,0,0,1,0,0,-398,-397,-442,-447,-306,-344,1,4
LMR,5,1,4,5,4,1802,0,1,0,0,0,397,398,343,482,428,352,7,15
LMR,9,2,8,8,2,4285,0,1,1,0,0,397,398,384,638,422,397,6,81
LMR,4,1,3,3,8,-7627,0,1,0,0,0,-367,-366,-374,-382,-331,-337,1,5
LMR,5,3,4,4,2,7186,0,0,1,0,0,366,367,347,322,382,342,14,15
LMR,5,1,4,5,3,6447,0,0,1,0,0,366,367,347,322,539,427,2,1
LMR,5,1,4,5,19,-282,0,1,1,0,0,-367,-366,-367,-544,-282,-312,10,10
LMR,6,1,5,6,2,4584,0,1,1,0,0,-367,-366,-417,-388,735,-321,0,38
LMR,6,1,5,6,2,19437,0,1,0,0,0,403,404,287,704,432,453,6,16
