
Position: 1/1 (r2qk2r/p1pb1ppp/2pbpn2/1B1p4/8/1QP1P3/PP1P1PPP/RNB1K2R w KQkq - 0 8)
LMR,4,1,3,2,3,2180,0,1,0,0,0,363,364,363,425,364,363,3,11,-1338,0,0
LMR,5,1,4,4,10,-10891,0,1,0,0,0,-323,-322,-345,-252,-308,-327,1,7,-1338,0,0
LMR,5,1,4,5,12,-14671,0,1,0,0,0,-323,-322,-327,-252,-262,-273,1,9,-1338,0,0
LMR,4,1,3,4,2,2894,0,1,0,0,0,-323,-322,-372,-326,-298,-312,4,14,2347,0,0
LMR,3,1,2,3,2,14643,0,1,0,0,0,-316,-315,-437,-408,-315,-312,14,9,-1338,0,0
LMR,7,1,6,6,13,-16541,0,1,0,0,0,-316,-315,-330,-286,-283,-312,1,45,-1338,0,0
LMR,4,1,3,3,5,-526,0,0,0,0,0,315,316,315,276,339,324,3,4,-1338,0,0
LMR,5,1,4,4,2,11894,0,1,0,0,0,-316,-315,-348,-205,-315,-322,7,17,803,0,0
LMR,7,1,6,7,2,4884,0,1,1,0,0,344,345,340,339,421,421,1,5,0,0,0
LMR,5,1,4,3,5,-3671,0,1,1,0,1,344,345,344,331,350,349,2,2,0,0,0
LMR,5,1,4,4,4,-431,0,1,1,0,0,344,345,329,476,345,297,3,5,0,0,0
LMR,5,1,4,5,6,-2533,0,1,0,0,0,344,345,329,476,487,414,2,7,-2898,0,0
LMR,4,1,3,4,2,676,0,1,1,0,0,344,345,344,316,413,382,1,3,0,0,0
LMR,8,5,7,6,4,-1190,0,0,1,0,1,-345,-344,-347,-331,-344,-344,6,7,0,0,0
LMR,3,1,2,2,2,2851,0,1,0,0,0,-316,-315,-359,-240,-312,-297,2,3,-2153,0,0
LMR,4,1,3,2,6,-1153,0,1,1,0,0,-301,-300,-307,-352,-300,-300,4,4,0,0,0
LMR,4,1,3,2,2,2687,0,1,0,0,0,-301,-300,-301,-247,-300,-325,8,11,-1338,0,0
LMR,6,2,5,5,3,9930,0,1,0,0,1,-301,-300,-318,-223,-300,-301,2,29,728,0,0
LMR,5,1,4,3,6,-3497,0,1,0,0,0,-330,-329,-332,-253,-325,-331,2,9,-1523,0,0
LMR,8,5,7,7,2,2938,0,1,0,0,1,329,330,317,364,331,318,47,27,-1338,0,0
LMR,8,3,7,8,3,-10186,0,0,0,0,1,-330,-329,-449,-458,-305,-325,8,21,-1338,0,0
LMR,8,1,7,8,12,-13309,0,1,0,0,1,329,330,323,364,458,325,1,34,-1338,0,0
LMR,3,1,2,2,6,-4155,0,0,0,0,0,300,301,295,315,330,315,2,3,-1338,0,0
LMR,5,1,4,4,10,-5710,0,1,0,0,0,329,330,328,508,336,281,2,11,-1338,0,0
LMR,3,1,2,3,2,-12395,0,1,0,0,0,329,330,324,489,442,422,1,1,-1338,0,0
LMR,4,1,3,4,9,-5281,0,1,0,0,0,329,330,320,320,416,412,1,5,-1338,0,0
LMR,4,2,3,4,2,4787,0,0,0,0,0,-330,-329,-399,-363,-320,-395,4,13,-1338,0,0
LMR,5,1,4,4,14,-3433,0,1,0,0,0,329,330,328,508,360,331,2,27,-1310,0,0
LMR,5,1,4,5,2,3042,0,1,0,0,1,329,330,319,425,385,376,2,4,-1990,0,0
LMR,3,1,2,3,4,-633,0,0,0,0,0,-507,-506,-690,-678,-326,-445,2,1,-1338,0,0
LMR,4,1,3,3,2,-6491,0,1,0,0,0,329,330,329,375,364,330,3,9,-1338,0,0
LMR,5,1,4,5,2,904,0,1,0,0,0,329,330,222,413,349,330,1,35,2208,0,0
LMR,7,1,6,6,3,7627,0,1,0,0,0,349,350,336,366,370,323,2,24,-2481,0,0
LMR,7,1,6,6,4,5850,0,1,0,0,0,349,350,336,366,365,365,2,9,-1338,0,0
LMR,9,1,8,8,6,-16932,0,0,0,0,0,-350,-349,-363,-357,-341,-349,4,30,-1338,0,0
LMR,6,1,5,6,2,5460,0,1,0,0,0,349,350,-59,429,419,415,1,4,-1338,0,0
LMR,9,7,8,8,2,20326,0,1,0,0,1,349,350,332,330,350,365,41,26,5676,0,0
LMR,6,2,5,6,2,25671,0,1,0,0,0,349,350,311,481,368,350,2,5,6376,0,0
LMR,4,1,3,4,3,-6270,0,1,0,0,0,349,350,-3,251,400,471,3,2,-1338,0,0
LMR,4,1,3,4,5,-3710,0,0,0,0,0,-350,-349,-360,-350,-251,-446,4,8,-1338,0,0
LMR,6,1,5,6,5,1720,0,0,0,0,0,-350,-349,-358,-399,-162,-345,1,6,-1338,0,0
LMR,5,1,4,5,4,-1041,0,1,0,0,0,-331,-330,-421,-226,-330,-292,15,15,-1338,0,0
LMR,4,1,3,4,2,-14467,0,1,0,0,0,-331,-330,-355,-874,-229,-148,0,1,-1338,1,0
LMR,5,1,4,4,2,-657,0,1,1,0,0,-331,-330,-349,-260,-330,-278,4,8,0,0,0
LMR,3,1,2,3,2,8793,0,1,0,0,0,-331,-330,-434,-252,-298,-330,2,24,-1338,0,0
LMR,5,1,4,4,2,1302,0,1,1,0,0,-331,-330,-335,-166,-296,-330,3,33,0,0,0
LMR,8,4,7,7,3,-302,0,1,0,0,1,-331,-330,-333,-297,-323,-330,7,49,-504,0,0
LMR,4,1,3,4,2,-2435,0,1,0,0,0,-331,-330,-371,-276,-293,-299,2,3,-1338,0,0
LMR,5,2,4,4,2,-291,0,0,0,0,0,330,331,309,247,345,338,6,10,-1338,0,0
LMR,6,1,5,5,2,676,0,1,1,0,0,-331,-330,-336,-332,-328,-277,5,8,0,0,0
LMR,4,1,3,4,2,14604,0,1,0,0,0,-331,-330,-395,-287,-330,-332,5,20,38,0,0
LMR,7,3,6,5,3,4852,0,0,0,0,0,330,331,330,284,331,331,34,12,-1338,0,0
LMR,6,2,5,6,4,2269,0,0,1,0,0,-350,-349,-410,-1092,-347,-347,6,8,0,0,0
LMR,6,1,5,6,13,-3715,0,1,1,0,0,349,350,349,349,540,347,1,18,0,0,0
LMR,9,2,8,7,4,8195,0,0,0,0,0,-350,-349,-350,-427,-349,-349,26,60,-1338,0,0
LMR,5,1,4,5,2,676,0,1,1,1,0,-331,-330,-373,-377,-214,-214,7,7,0,0,0
LMR,9,1,8,8,5,-7408,0,1,0,0,0,-331,-330,-341,-295,-311,-331,3,31,-1338,0,0
LMR,5,1,4,4,5,-9213,0,0,0,0,0,330,331,330,299,377,340,2,6,-1338,0,0
LMR,6,1,5,5,2,-3548,0,1,0,0,0,-331,-330,-354,-268,-309,-338,1,17,-2194,0,0
LMR,6,1,5,5,6,-3079,0,1,1,0,0,-331,-330,-331,-268,-300,-324,2,2,0,0,0
LMR,9,5,8,8,2,1628,0,1,1,0,1,-331,-330,-331,-302,-308,-324,14,52,0,0,0
LMR,5,1,4,3,3,2687,0,0,0,0,0,330,331,330,223,337,333,1,4,-1338,0,0
LMR,5,1,4,5,3,-5822,0,1,0,0,0,-331,-330,-433,-149,-330,-332,7,19,-507,0,0
LMR,5,1,4,4,4,-3169,0,1,0,0,0,-331,-330,-332,-149,-304,-334,2,8,-1299,0,0
LMR,5,1,4,4,14,-4864,0,1,1,0,0,-331,-330,-331,-149,-312,-312,8,6,0,0,0
LMR,7,4,6,7,2,676,0,0,1,0,0,303,304,-192,-627,429,434,4,8,0,0,0
LMR,5,1,4,5,2,4884,0,1,1,0,0,-304,-303,-356,-1197,-69,-265,1,1,0,0,0
LMR,10,2,9,10,5,-6894,0,1,0,0,1,-304,-303,-343,-327,-264,-303,6,80,-1338,0,0
LMR,6,1,5,6,2,1562,0,1,1,0,0,-304,-303,-440,-276,-210,-227,6,14,0,0,0
LMR,9,1,8,8,16,-15991,0,1,0,0,0,-304,-303,-321,-311,-291,-269,1,40,-1338,0,0
LMR,4,1,3,3,4,-1276,0,1,0,0,0,-304,-303,-317,-445,-278,-267,3,5,-1338,0,0
LMR,9,4,8,9,3,-13312,0,0,0,0,0,303,304,223,335,321,277,16,14,-1127,0,0
LMR,8,3,7,8,10,-76,0,0,1,0,0,303,304,250,234,309,281,3,7,0,0,0
LMR,4,1,3,4,2,20094,0,1,0,0,0,-304,-303,-385,-285,-78,-277,1,0,-1338,0,0
LMR,4,1,3,4,2,24046,0,1,0,0,0,-304,-303,-304,-215,-50,-249,0,2,-1286,0,0
LMR,5,1,4,5,2,14186,0,1,0,0,0,-304,-303,-439,-213,-276,-273,6,15,-1338,0,0
LMR,7,1,6,7,2,1942,0,1,1,0,0,-304,-303,-313,-325,-246,-303,2,6,0,0,0
LMR,4,2,3,3,6,-1698,0,0,0,0,1,-303,-302,-312,-330,-302,-302,9,3,-1338,0,0
LMR,6,1,5,4,6,-14445,0,1,0,0,0,-287,-286,-290,-184,-283,-289,1,11,-386,0,0
LMR,6,1,5,4,19,-12847,0,1,0,0,0,-287,-286,-287,-184,-286,-239,4,6,-1338,0,0
LMR,5,1,4,5,8,-14457,0,1,0,0,0,-280,-279,-280,-202,-124,-279,6,13,-1338,0,0
LMR,7,4,6,7,2,6065,0,0,0,0,0,279,280,77,-361,296,296,7,7,-1338,0,0
LMR,9,1,8,9,4,10011,0,1,0,0,0,-280,-279,-321,-285,-216,-292,3,21,-1338,0,0
LMR,5,1,4,5,3,6520,0,1,0,0,0,-280,-279,-308,-192,-219,-230,1,10,-1338,0,0
LMR,5,1,4,4,6,-4549,0,1,1,0,0,-280,-279,-290,-218,-243,-267,5,9,0,0,0
LMR,5,1,4,4,3,-17388,0,1,0,0,0,-280,-279,-280,-178,-241,-220,1,13,-1603,0,0
LMR,3,1,2,2,7,-1125,0,1,1,0,1,270,271,244,303,273,222,4,2,0,0,0
LMR,3,1,2,3,2,-7606,0,1,0,0,0,270,271,212,238,274,273,5,6,517,0,0
LMR,5,2,4,4,2,-21,0,1,1,0,1,270,271,249,291,276,272,4,17,0,0,0
LMR,4,2,3,4,3,16989,0,0,0,0,0,-271,-270,-329,-360,-261,-270,6,12,684,0,0
LMR,7,3,6,5,3,94,0,1,0,0,1,270,271,270,293,273,262,12,8,4753,0,0
LMR,3,1,2,2,2,-8671,0,1,0,0,0,-263,-262,-283,-84,-245,-266,3,5,4412,0,1
LMR,6,1,5,5,2,6714,0,1,0,0,0,-267,-266,-268,-102,-245,-267,2,17,-1638,0,0
LMR,6,1,5,5,7,-10853,0,1,0,0,0,-267,-266,-267,-102,-247,-277,2,8,-1595,0,0
LMR,3,1,2,3,8,676,0,0,1,0,0,266,267,264,71,335,311,3,3,0,0,0
LMR,3,1,2,3,3,13093,0,1,0,0,0,-267,-266,-305,-211,-71,-300,6,8,-1338,0,0
LMR,4,1,3,4,2,5325,0,1,0,0,0,-267,-266,-311,-186,-242,-269,2,26,-1338,0,0
LMR,4,1,3,3,4,-7330,0,1,0,0,0,-267,-266,-269,-186,-259,-267,3,12,-1338,0,0
LMR,6,1,5,5,8,-8748,0,1,0,0,0,-267,-266,-267,-102,-259,-267,2,51,-1338,0,0
LMR,5,1,4,4,2,4668,0,1,0,0,0,291,292,284,327,325,319,2,4,-1338,0,0
LMR,3,1,2,2,2,-857,0,0,0,0,0,-292,-291,-312,-337,-267,-271,3,3,-1338,0,0
LMR,7,1,6,5,2,10219,0,1,0,0,0,291,292,286,267,292,278,4,11,-992,0,0
LMR,4,1,3,3,9,6619,0,1,0,0,1,346,347,321,374,349,412,2,9,-1289,0,1
LMR,8,5,7,8,2,-3057,0,0,1,0,0,-309,-308,-510,-408,32,32,1,1,0,0,0
LMR,7,1,6,7,14,2706,0,1,1,0,0,308,309,246,379,314,345,3,11,0,0,0
LMR,3,1,2,3,4,-8771,0,1,0,0,0,309,310,274,386,478,332,1,5,-1338,0,1
LMR,6,1,5,6,6,-6455,0,1,0,0,0,308,309,253,255,309,330,7,12,-1338,0,0
LMR,5,1,4,5,2,-16596,0,1,0,0,0,308,309,191,320,593,367,1,2,-1338,0,0
LMR,6,4,5,6,2,3994,0,0,1,0,0,-309,-308,-363,-554,-31,-209,5,4,0,0,0
LMR,6,2,5,6,2,-8362,0,0,0,0,0,-309,-308,-482,-519,-292,-292,3,3,-1338,0,0
LMR,6,1,5,6,4,-15954,0,1,0,0,0,308,309,299,258,519,294,1,8,-1338,0,0
LMR,5,1,4,5,3,-1320,0,0,0,0,0,-309,-308,-398,-395,-295,-308,2,13,-1338,0,0
LMR,6,1,5,5,17,-10299,0,1,0,0,0,308,309,299,258,350,308,4,20,-1338,0,0
LMR,7,1,6,7,5,-9101,0,0,0,0,0,-309,-308,-329,-386,-258,-308,4,59,-1338,0,0
LMR,7,1,6,7,2,-2020,0,1,0,0,0,308,309,223,491,386,308,3,69,-1338,0,0
LMR,7,1,6,5,3,-1276,0,1,0,0,0,308,309,308,491,315,308,3,28,-1338,0,0
LMR,7,1,6,7,4,-1332,0,1,0,0,0,308,309,308,491,449,424,1,5,-1338,0,0
LMR,5,1,4,5,2,12125,0,1,0,0,0,308,309,302,413,413,436,1,6,-1338,0,0
LMR,3,1,2,2,2,23001,0,1,0,0,0,308,309,307,326,353,345,1,3,-1338,0,0
LMR,5,3,4,5,2,5542,0,0,0,0,0,-309,-308,-364,-371,-308,-308,7,16,-1338,0,0
LMR,6,1,5,5,6,-8375,0,1,0,0,0,308,309,305,394,322,308,3,25,-1338,0,0
LMR,5,1,4,5,2,158,0,1,1,0,0,-309,-308,-379,-284,71,4,1,1,0,0,0
LMR,5,1,4,4,4,-2249,0,1,0,0,0,-293,-292,-299,-296,-260,-279,1,5,-1338,0,0
