
Position: 1/1 (rn1qkb1r/p1p2ppp/1p3n2/3B4/8/1P4P1/P2P1P1P/RNBQK1NR b KQkq - 0 8)
LMR,3,1,2,2,6,-1276,0,1,0,0,1,-178,-177,-178,-119,-170,-151,5,5,-1338,0,0
LMR,5,1,4,5,10,-1276,0,1,0,0,1,-178,-177,-178,-94,-101,-145,5,20,-2568,0,0
LMR,4,1,3,4,9,-1276,0,1,0,0,0,-114,-113,-166,-134,-94,-97,1,8,-1338,0,0
LMR,4,1,3,4,2,10434,0,1,0,0,0,-107,-106,-112,-94,-37,-49,2,4,-1338,0,0
LMR,9,4,8,8,34,-15670,0,0,0,0,1,106,107,105,111,129,134,12,11,-1338,0,0
LMR,4,1,3,4,2,19392,0,1,0,0,0,106,107,59,209,240,148,4,8,8192,0,0
LMR,5,1,4,5,10,-1276,0,1,0,0,0,125,126,111,207,189,178,1,7,-1338,0,0
LMR,5,1,4,5,3,-7031,0,0,0,0,0,-206,-205,-214,-43,-151,-155,2,11,-3188,1,0
LMR,6,1,5,5,4,-1276,0,1,0,0,0,-206,-205,-216,-66,-198,-233,1,18,-2742,0,0
LMR,8,6,7,7,2,12161,0,1,0,0,1,-206,-205,-217,-43,-195,-206,35,53,8095,0,0
LMR,3,1,2,3,4,6134,0,1,0,0,0,205,206,204,203,281,268,3,6,1252,0,0
LMR,3,1,2,2,4,-2391,0,1,0,0,1,190,191,161,174,206,208,4,9,-1028,0,1
LMR,5,1,4,5,3,-14001,0,1,0,0,0,222,223,187,40,806,832,0,1,-980,1,0
LMR,8,1,7,7,17,-12123,0,0,0,0,0,-223,-222,-225,-345,-210,-222,2,14,-1745,0,0
LMR,8,3,7,7,3,4755,0,1,0,0,1,222,223,217,206,242,222,11,58,0,0,0
LMR,4,1,3,4,2,3566,0,0,0,0,0,-223,-222,-409,-306,-181,-188,2,7,-258,0,0
LMR,5,2,4,4,3,6240,0,0,0,0,0,205,206,205,167,214,214,4,8,-1338,0,0
LMR,5,1,4,5,2,8322,0,1,0,0,0,-206,-205,-265,-129,-176,-212,3,19,-38,0,0
LMR,3,1,2,3,4,-1276,0,1,0,0,0,222,223,138,235,223,288,4,9,-1338,0,0
LMR,4,1,3,4,2,12614,0,1,0,0,0,222,223,110,248,228,271,4,26,833,0,0
LMR,5,1,4,5,2,9747,0,1,0,0,0,222,223,170,236,231,261,3,40,5861,0,0
LMR,5,1,4,4,2,13231,0,1,0,0,0,222,223,222,248,240,223,4,8,1142,0,0
LMR,5,1,4,5,5,-3359,0,1,0,1,0,222,223,222,401,326,308,2,2,-1338,0,0
LMR,8,3,7,7,4,4455,0,0,0,0,0,-223,-222,-240,-351,-222,-179,8,14,536,0,0
LMR,7,3,6,6,2,5570,0,1,0,0,1,222,223,183,252,232,232,7,19,-191,0,0
LMR,3,1,2,3,2,16907,0,1,0,0,0,232,233,198,215,265,259,1,4,3663,0,0
LMR,6,1,5,5,3,-10397,0,1,0,0,0,-214,-213,-215,-249,-168,-210,3,5,-3426,1,0
LMR,5,1,4,4,3,-16346,0,1,0,1,0,-214,-213,-247,-128,-210,-210,9,7,-285,0,0
LMR,5,3,4,5,2,-11749,0,0,0,0,1,213,214,-1170,158,214,214,5,8,-2953,0,0
LMR,5,1,4,4,2,-3389,0,1,0,0,1,239,240,224,411,240,247,3,6,3764,0,0
LMR,3,1,2,3,3,3240,0,0,0,0,0,-230,-229,-328,-278,-227,-227,2,9,-167,0,0
LMR,3,1,2,3,2,5796,0,1,0,0,0,229,230,151,279,233,227,1,14,624,0,0
LMR,5,1,4,3,2,11858,0,1,0,0,0,229,230,227,366,230,240,6,8,4973,0,0
LMR,5,1,4,5,4,-332,0,1,0,0,0,229,230,221,133,374,289,3,5,-1338,0,0
LMR,5,1,4,5,5,-1276,0,0,0,0,0,-230,-229,-252,-257,-133,-279,3,12,-3423,0,0
LMR,5,1,4,5,2,-8922,0,1,0,0,0,229,230,198,441,257,252,2,24,1948,0,0
LMR,5,1,4,4,6,-4227,0,1,0,0,0,229,230,204,204,248,245,3,7,-1338,0,0
LMR,7,3,6,6,3,-8648,0,0,0,0,0,-230,-229,-248,-286,-204,-242,10,15,34,0,0
LMR,8,1,7,7,8,-12077,0,1,0,0,0,229,230,229,449,241,241,2,60,-337,0,0
LMR,5,1,4,4,8,-5912,0,1,0,0,0,229,230,216,330,245,197,4,11,-3167,0,0
LMR,5,1,4,4,19,-8331,0,1,0,0,0,229,230,216,330,244,196,3,5,-4103,0,0
LMR,9,2,8,8,2,3310,0,1,0,0,0,229,230,227,362,241,231,3,6,2109,0,0
LMR,5,2,4,4,4,-18042,0,0,0,1,1,-230,-229,-230,-296,-220,-222,6,10,-474,0,0
LMR,6,2,5,4,3,-4148,0,1,0,0,1,229,230,223,369,230,230,6,6,-4808,0,0
LMR,3,1,2,2,9,-14620,0,1,0,1,1,216,217,208,348,218,212,1,6,-3633,0,1
LMR,4,1,3,4,6,-17649,0,1,0,0,1,212,213,167,-138,224,184,3,11,-3785,1,1
LMR,6,1,5,6,3,605,0,1,0,0,1,238,239,146,188,267,247,3,20,103,0,0
LMR,5,1,4,5,2,8304,0,1,0,0,0,238,239,186,272,275,253,2,14,4978,0,0
LMR,6,1,5,6,6,-7144,0,1,0,0,1,238,239,198,198,253,250,7,38,-3336,0,0
LMR,8,5,7,7,5,-9004,0,0,0,0,1,-239,-238,-245,-204,-198,-248,10,50,1256,0,0
LMR,7,3,6,6,2,29707,0,1,0,0,0,238,239,233,440,272,294,4,4,7740,0,0
LMR,4,1,3,4,4,-1459,0,1,0,0,0,306,307,287,442,454,534,1,3,-3371,0,1
LMR,5,1,4,5,2,7139,0,1,0,0,0,250,251,249,443,396,371,2,4,6829,0,0
LMR,5,2,4,4,2,-1725,0,0,0,0,0,-225,-224,-254,-96,-224,-268,3,9,6950,0,0
LMR,5,2,4,4,3,-3279,0,0,0,0,0,-225,-224,-254,-96,-219,-238,2,7,4037,0,0
LMR,6,2,5,6,2,34217,0,1,0,0,0,250,251,236,420,382,308,4,7,7926,0,0
